 written on 19Apr2025 at 14:15:59 
           8
         543
    2    2    1    2    1    1    2    1    1    1    2    1    4    2    1
    2    1    1    2    1    1    1    2    1    1    1    2    2    1    1
    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1
    4    1    1    1    2    1    2    2    1    1    1    2    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    2    1    1    1    1
    1    2    1    1    1    1    2    1    1    1    2    2    1    2    1
    1    1    4    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    2    2    1    1    1    2    1    1    1    2
    1    1    2    1    2    4    1    2    1    1    1    2    1    1    2
    1    2    2
   -5   -1    3    1    1    0.000421   -0.000014
   -5   -1    3    2    1   -0.000071    0.000007
   -5   -1    3    3    1    0.000009   -0.000010
   -5   -1    3    4    1   -0.000358   -0.000024
   -5   -1    3    5    1    0.000986    0.000006
   -5   -1    3    6    1   -0.000582    0.000014
   -5   -1    3    7    1    0.000481   -0.000009
   -5   -1    3    8    1   -0.000756   -0.000025
   -5   -1    3    1    2   -0.000243   -0.000006
   -5   -1    3    2    2    0.000738    0.000004
   -5   -1    3    3    2    0.000030    0.000019
   -5   -1    3    4    2    0.000084   -0.000011
   -5   -1    3    5    2    0.000446   -0.000009
   -5   -1    3    6    2   -0.000658   -0.000001
   -5   -1    3    7    2    0.001358    0.000036
   -5   -1    3    8    2   -0.000146   -0.000004
   -5   -1    3    1    3   -0.000028    0.000007
   -5   -1    3    2    3    0.000001   -0.000001
   -5   -1    3    3    3    0.000456    0.000029
   -5   -1    3    4    3   -0.000001   -0.000010
   -5   -1    3    5    3   -0.000414    0.000008
   -5   -1    3    6    3    0.001371    0.000034
   -5   -1    3    7    3   -0.000104    0.000021
   -5   -1    3    8    3   -0.001010   -0.000043
   -5   -1    3    1    4    0.000623   -0.000009
   -5   -1    3    2    4   -0.000616    0.000004
   -5   -1    3    3    4   -0.000060   -0.000036
   -5   -1    3    4    4   -0.000568   -0.000017
   -5   -1    3    5    4    0.000843    0.000016
   -5   -1    3    6    4   -0.000111    0.000012
   -5   -1    3    7    4   -0.000909   -0.000039
   -5   -1    3    8    4   -0.000263   -0.000016
   -5   -1    3    1    5    0.000577   -0.000030
   -5   -1    3    2    5   -0.000331   -0.000013
   -5   -1    3    3    5    0.000460   -0.000058
   -5   -1    3    4    5    0.000034    0.000008
   -5   -1    3    5    5    0.000410    0.000001
   -5   -1    3    6    5    0.000240   -0.000006
   -5   -1    3    7    5    0.000037   -0.000003
   -5   -1    3    8    5   -0.000608    0.000008
   -5   -1    3    1    6    0.000307    0.000018
   -5   -1    3    2    6    0.000395    0.000015
   -5   -1    3    3    6    0.000108   -0.000014
   -5   -1    3    4    6    0.000230   -0.000010
   -5   -1    3    5    6    0.000083   -0.000015
   -5   -1    3    6    6    0.000739    0.000008
   -5   -1    3    7    6   -0.000001   -0.000015
   -5   -1    3    8    6   -0.000629    0.000008
   -5   -1    3    1    7   -0.000408    0.000007
   -5   -1    3    2    7    0.000110   -0.000010
   -5   -1    3    3    7    0.000220    0.000017
   -5   -1    3    4    7    0.000362   -0.000029
   -5   -1    3    5    7   -0.000014    0.000015
   -5   -1    3    6    7    0.000088    0.000018
   -5   -1    3    7    7    0.000461    0.000008
   -5   -1    3    8    7   -0.000162   -0.000040
   -5   -1    3    1    8   -0.000045    0.000008
   -5   -1    3    2    8    0.000235   -0.000008
   -5   -1    3    3    8    0.000375   -0.000002
   -5   -1    3    4    8   -0.001057    0.000010
   -5   -1    3    5    8    0.000356    0.000001
   -5   -1    3    6    8    0.000079    0.000014
   -5   -1    3    7    8    0.000019    0.000007
   -5   -1    3    8    8   -0.000564   -0.000017
   -5    0    2    1    1    0.000792   -0.000007
   -5    0    2    2    1    0.000519    0.000017
   -5    0    2    3    1   -0.000029   -0.000001
   -5    0    2    4    1   -0.000824   -0.000020
   -5    0    2    5    1    0.001005   -0.000016
   -5    0    2    6    1   -0.000422    0.000011
   -5    0    2    7    1    0.000146   -0.000015
   -5    0    2    8    1   -0.000361    0.000005
   -5    0    2    1    2    0.000159    0.000015
   -5    0    2    2    2   -0.001054    0.000004
   -5    0    2    3    2   -0.000023    0.000029
   -5    0    2    4    2   -0.000777    0.000015
   -5    0    2    5    2    0.000528   -0.000033
   -5    0    2    6    2   -0.000550    0.000012
   -5    0    2    7    2   -0.000809    0.000017
   -5    0    2    8    2   -0.000437    0.000018
   -5    0    2    1    3   -0.000016   -0.000015
   -5    0    2    2    3   -0.000002    0.000016
   -5    0    2    3    3   -0.000024    0.000021
   -5    0    2    4    3    0.000078   -0.000045
   -5    0    2    5    3   -0.000056    0.000006
   -5    0    2    6    3   -0.000791    0.000015
   -5    0    2    7    3   -0.000122    0.000036
   -5    0    2    8    3    0.001212   -0.000039
   -5    0    2    1    4   -0.000185   -0.000018
   -5    0    2    2    4    0.000588    0.000014
   -5    0    2    3    4    0.000049   -0.000036
   -5    0    2    4    4   -0.000303   -0.000034
   -5    0    2    5    4    0.000209    0.000017
   -5    0    2    6    4   -0.000453   -0.000002
   -5    0    2    7    4    0.001254   -0.000042
   -5    0    2    8    4   -0.000618   -0.000009
   -5    0    2    1    5    0.001676    0.000001
   -5    0    2    2    5    0.000902   -0.000022
   -5    0    2    3    5   -0.000597    0.000006
   -5    0    2    4    5    0.000414    0.000034
   -5    0    2    5    5    0.000781   -0.000003
   -5    0    2    6    5   -0.000173   -0.000015
   -5    0    2    7    5    0.000116    0.000021
   -5    0    2    8    5    0.000188    0.000011
   -5    0    2    1    6   -0.000954    0.000011
   -5    0    2    2    6    0.000086    0.000002
   -5    0    2    3    6    0.000045    0.000018
   -5    0    2    4    6   -0.001066   -0.000002
   -5    0    2    5    6   -0.000507   -0.000016
   -5    0    2    6    6   -0.001055    0.000002
   -5    0    2    7    6   -0.000076   -0.000026
   -5    0    2    8    6    0.000579    0.000025
   -5    0    2    1    7    0.000807    0.000001
   -5    0    2    2    7    0.000169    0.000045
   -5    0    2    3    7   -0.000250    0.000009
   -5    0    2    4    7    0.000078   -0.000045
   -5    0    2    5    7    0.000114   -0.000003
   -5    0    2    6    7   -0.000026    0.000005
   -5    0    2    7    7   -0.000003    0.000022
   -5    0    2    8    7    0.000039   -0.000020
   -5    0    2    1    8   -0.000411   -0.000021
   -5    0    2    2    8   -0.001056    0.000005
   -5    0    2    3    8    0.000076   -0.000031
   -5    0    2    4    8    0.000054   -0.000023
   -5    0    2    5    8    0.000798    0.000015
   -5    0    2    6    8   -0.000766    0.000015
   -5    0    2    7    8    0.000143   -0.000001
   -5    0    2    8    8   -0.000312   -0.000033
   -5    0    3    1    1   -0.000737   -0.000012
   -5    0    3    2    1    0.000057    0.000020
   -5    0    3    3    1   -0.000664   -0.000010
   -5    0    3    4    1    0.000367   -0.000032
   -5    0    3    5    1   -0.000843   -0.000014
   -5    0    3    6    1    0.000030    0.000018
   -5    0    3    7    1    0.000511   -0.000038
   -5    0    3    8    1   -0.000253    0.000000
   -5    0    3    1    2    0.000135    0.000002
   -5    0    3    2    2    0.000389    0.000009
   -5    0    3    3    2    0.000632   -0.000009
   -5    0    3    4    2    0.000434   -0.000014
   -5    0    3    5    2   -0.000134   -0.000008
   -5    0    3    6    2    0.001017    0.000006
   -5    0    3    7    2    0.001146    0.000007
   -5    0    3    8    2   -0.000800    0.000003
   -5    0    3    1    3   -0.000399   -0.000022
   -5    0    3    2    3    0.000562    0.000005
   -5    0    3    3    3    0.000153    0.000024
   -5    0    3    4    3    0.000906   -0.000043
   -5    0    3    5    3   -0.000845   -0.000015
   -5    0    3    6    3    0.001132    0.000052
   -5    0    3    7    3    0.002226   -0.000006
   -5    0    3    8    3   -0.001283   -0.000048
   -5    0    3    1    4   -0.000447   -0.000013
   -5    0    3    2    4    0.000129    0.000005
   -5    0    3    3    4   -0.000249   -0.000017
   -5    0    3    4    4   -0.000407   -0.000013
   -5    0    3    5    4    0.000355    0.000002
   -5    0    3    6    4   -0.000745    0.000006
   -5    0    3    7    4   -0.001206   -0.000053
   -5    0    3    8    4    0.001414   -0.000003
   -5    0    3    1    5   -0.000658   -0.000001
   -5    0    3    2    5    0.000096   -0.000013
   -5    0    3    3    5   -0.000036   -0.000008
   -5    0    3    4    5    0.000297    0.000007
   -5    0    3    5    5   -0.000847    0.000021
   -5    0    3    6    5   -0.000201   -0.000026
   -5    0    3    7    5    0.000310    0.000028
   -5    0    3    8    5    0.000483   -0.000001
   -5    0    3    1    6   -0.000116    0.000011
   -5    0    3    2    6    0.000640   -0.000006
   -5    0    3    3    6    0.000016    0.000035
   -5    0    3    4    6    0.000287    0.000016
   -5    0    3    5    6   -0.000102   -0.000043
   -5    0    3    6    6    0.000376    0.000012
   -5    0    3    7    6    0.000528   -0.000006
   -5    0    3    8    6    0.000105    0.000029
   -5    0    3    1    7   -0.000058   -0.000014
   -5    0    3    2    7    0.000100    0.000025
   -5    0    3    3    7    0.000452    0.000001
   -5    0    3    4    7    0.000057   -0.000050
   -5    0    3    5    7    0.000540    0.000002
   -5    0    3    6    7    0.000619    0.000012
   -5    0    3    7    7    0.000291   -0.000007
   -5    0    3    8    7   -0.000204   -0.000029
   -5    0    3    1    8   -0.000281   -0.000008
   -5    0    3    2    8    0.000303    0.000007
   -5    0    3    3    8    0.000026   -0.000037
   -5    0    3    4    8    0.000532   -0.000020
   -5    0    3    5    8   -0.000471    0.000017
   -5    0    3    6    8    0.000409    0.000012
   -5    0    3    7    8    0.000887   -0.000039
   -5    0    3    8    8   -0.000414   -0.000020
   -5    1    1    1    1    0.000847    0.000000
   -5    1    1    2    1   -0.000396   -0.000003
   -5    1    1    3    1    0.000002    0.000015
   -5    1    1    4    1   -0.000454    0.000013
   -5    1    1    5    1    0.001138   -0.000041
   -5    1    1    6    1   -0.000974    0.000029
   -5    1    1    7    1    0.000893   -0.000034
   -5    1    1    8    1   -0.000991    0.000029
   -5    1    1    1    2   -0.000387    0.000003
   -5    1    1    2    2   -0.000624   -0.000018
   -5    1    1    3    2    0.000002    0.000027
   -5    1    1    4    2   -0.001251    0.000021
   -5    1    1    5    2    0.000916   -0.000031
   -5    1    1    6    2   -0.000650    0.000023
   -5    1    1    7    2    0.000451   -0.000007
   -5    1    1    8    2   -0.001268    0.000016
   -5    1    1    1    3   -0.000012   -0.000015
   -5    1    1    2    3   -0.000010    0.000013
   -5    1    1    3    3    0.000812    0.000023
   -5    1    1    4    3   -0.000012   -0.000024
   -5    1    1    5    3   -0.000631   -0.000030
   -5    1    1    6    3    0.000474    0.000019
   -5    1    1    7    3   -0.001823    0.000035
   -5    1    1    8    3    0.000392   -0.000005
   -5    1    1    1    4   -0.000434   -0.000008
   -5    1    1    2    4   -0.001242    0.000006
   -5    1    1    3    4   -0.000002   -0.000012
   -5    1    1    4    4   -0.000687   -0.000009
   -5    1    1    5    4    0.000927   -0.000013
   -5    1    1    6    4   -0.001272    0.000006
   -5    1    1    7    4    0.000458   -0.000047
   -5    1    1    8    4   -0.000672    0.000021
   -5    1    1    1    5    0.000637    0.000034
   -5    1    1    2    5    0.000437    0.000006
   -5    1    1    3    5   -0.000173    0.000014
   -5    1    1    4    5    0.000472    0.000024
   -5    1    1    5    5    0.000868    0.000004
   -5    1    1    6    5    0.000363   -0.000010
   -5    1    1    7    5    0.000038    0.000033
   -5    1    1    8    5    0.000420    0.000005
   -5    1    1    1    6   -0.000479   -0.000019
   -5    1    1    2    6   -0.001472   -0.000014
   -5    1    1    3    6    0.000180    0.000014
   -5    1    1    4    6   -0.000433   -0.000008
   -5    1    1    5    6    0.000381    0.000009
   -5    1    1    6    6   -0.000630   -0.000018
   -5    1    1    7    6   -0.000016   -0.000011
   -5    1    1    8    6   -0.001224    0.000004
   -5    1    1    1    7    0.000195    0.000038
   -5    1    1    2    7    0.000244    0.000052
   -5    1    1    3    7    0.000353    0.000017
   -5    1    1    4    7    0.000185   -0.000006
   -5    1    1    5    7    0.000022   -0.000058
   -5    1    1    6    7    0.000042    0.000041
   -5    1    1    7    7    0.000801    0.000020
   -5    1    1    8    7   -0.000030    0.000020
   -5    1    1    1    8   -0.000497   -0.000038
   -5    1    1    2    8   -0.000440   -0.000018
   -5    1    1    3    8    0.000220   -0.000024
   -5    1    1    4    8   -0.001508   -0.000014
   -5    1    1    5    8    0.000431   -0.000009
   -5    1    1    6    8   -0.001234    0.000023
   -5    1    1    7    8    0.000004   -0.000037
   -5    1    1    8    8   -0.000688   -0.000009
   -5    1    2    1    1   -0.000367    0.000015
   -5    1    2    2    1    0.000302    0.000028
   -5    1    2    3    1    0.000573   -0.000005
   -5    1    2    4    1    0.000096   -0.000004
   -5    1    2    5    1    0.000332   -0.000027
   -5    1    2    6    1   -0.000480    0.000013
   -5    1    2    7    1    0.000704   -0.000018
   -5    1    2    8    1    0.000432    0.000026
   -5    1    2    1    2    0.000397    0.000022
   -5    1    2    2    2    0.000312    0.000008
   -5    1    2    3    2   -0.000230   -0.000005
   -5    1    2    4    2    0.000309    0.000019
   -5    1    2    5    2    0.000482   -0.000032
   -5    1    2    6    2   -0.000431    0.000023
   -5    1    2    7    2    0.000018   -0.000014
   -5    1    2    8    2    0.000334    0.000025
   -5    1    2    1    3    0.000483   -0.000021
   -5    1    2    2    3   -0.000206    0.000021
   -5    1    2    3    3    0.000147   -0.000006
   -5    1    2    4    3   -0.000564   -0.000046
   -5    1    2    5    3   -0.000448   -0.000007
   -5    1    2    6    3    0.000032    0.000013
   -5    1    2    7    3   -0.002455    0.000005
   -5    1    2    8    3    0.001653   -0.000022
   -5    1    2    1    4   -0.000185   -0.000007
   -5    1    2    2    4   -0.000205    0.000017
   -5    1    2    3    4    0.000534   -0.000005
   -5    1    2    4    4    0.000938   -0.000017
   -5    1    2    5    4   -0.000612    0.000002
   -5    1    2    6    4    0.000332   -0.000005
   -5    1    2    7    4    0.001534   -0.000022
   -5    1    2    8    4   -0.000939    0.000003
   -5    1    2    1    5   -0.001284    0.000010
   -5    1    2    2    5   -0.000833   -0.000005
   -5    1    2    3    5   -0.000042    0.000016
   -5    1    2    4    5   -0.000431    0.000013
   -5    1    2    5    5   -0.000237    0.000002
   -5    1    2    6    5   -0.000381   -0.000012
   -5    1    2    7    5   -0.000519    0.000028
   -5    1    2    8    5    0.000136    0.000005
   -5    1    2    1    6    0.000828    0.000003
   -5    1    2    2    6   -0.000475   -0.000020
   -5    1    2    3    6   -0.000084    0.000035
   -5    1    2    4    6    0.000697    0.000025
   -5    1    2    5    6   -0.000268   -0.000024
   -5    1    2    6    6    0.000316    0.000008
   -5    1    2    7    6   -0.000272    0.000003
   -5    1    2    8    6   -0.000195    0.000019
   -5    1    2    1    7   -0.000127    0.000018
   -5    1    2    2    7   -0.000109    0.000058
   -5    1    2    3    7    0.000627   -0.000026
   -5    1    2    4    7   -0.000088   -0.000031
   -5    1    2    5    7   -0.000619   -0.000015
   -5    1    2    6    7   -0.000269    0.000006
   -5    1    2    7    7    0.000014    0.000007
   -5    1    2    8    7    0.000570    0.000002
   -5    1    2    1    8    0.000455   -0.000018
   -5    1    2    2    8    0.000715    0.000016
   -5    1    2    3    8   -0.000024   -0.000048
   -5    1    2    4    8    0.000248   -0.000034
   -5    1    2    5    8   -0.000051    0.000023
   -5    1    2    6    8    0.000339    0.000002
